"PAX_PAX","S_POP_S_POP","S.CITYSalt.Lake.City......UT","COUPON_COUPON","S.CITYMemphis.............TN","S.CITYMinneapolis.St.Paul.MN","E.CITYMinneapolis.St.Paul.MN","S.CITYCincinnati..........OH","S.CITYPhoenix.............AZ","HI_E_INCOME","S.CITYWashington..........DC","E.CITYOrlando.............FL","S_POP_E_POP","S.CITYColumbus............OH","E.CITYGreensboro.High.Pt..NC","E.CITYBoston..............MA","HI_PAX","S.CITYAustin..............TX","E.CITYSan.Diego...........CA","E.CITYSan.Jose............CA","S.CITYNashville...........TN","E.CITYCharleston..........SC","E.CITYWashington..........DC","E.CITYCleveland...........OH","S.CITYCleveland...........OH","NEW_PAX","E.CITYColorado.Springs....CO","E.CITYLittle.Rock.........AR","E.CITYWest.Palm.Beach.....FL","E_INCOME_S_POP","S.CITYFort.Lauderdale.....FL","E.CITYLubbock.............TX","E_POP_DISTANCE","E.CITYMiami...............FL","S.CITYSan.Jose............CA","E.CITYHonolulu..Intl......HI","E.CITYProvidence..........RI","S.CITYNorfolk.Va.B.Pt.Ch..VA","E.CITYOakland.............CA","COUPON_PAX","SLOTFree","E.CITYColumbus............OH","E.CITYSyracuse............NY","E.CITYRochester...........NY","S.CITYLos.Angeles.........CA","E.CITYRaleigh.Durham......NC","S.CITYSpokane.............WA","E.CITYReno................NV","HI_HI","S_INCOME_PAX","E_INCOME_E_POP","NEW_DISTANCE","E.CITYTallahassee.........FL","S_INCOME_S_INCOME","S.CITYFort.Meyers.........FL","HI_E_POP","COUPON_S_POP","HI_S_INCOME","S.CITYEl.Paso.............TX","E.CITYHartford............CT","GATEFree","S.CITYHartford............CT","E.CITYBuffalo.............NY","S.CITYHouston.............TX","E.CITYOklahoma.City.......OK","E_INCOME_E_INCOME","E.CITYCharlotte...........NC","E_POP_E_POP","E.CITYIndianapolis........IN","E.CITYJacksonville........FL","E_INCOME_PAX","S_INCOME_E_INCOME","S.CITYBoise...............ID","E.CITYNew.York.Newark.....NY","S.CITYDallas.Fort.Worth...TX","E.CITYTucson..............AZ","S.CITYNew.Orleans.........LA","E.CITYChicago.............IL","E.CITYPhoenix.............AZ","PAX","E.CITYBaltimore.Wash.Intl.MD","E.CITYSan.Antonio.........TX","S.CITYNew.York.Newark.....NY","S.CITYPhiladelphia.Camden.PA","S_INCOME","DISTANCE_PAX","S.CITYCorpus.Christi......TX","NEW_E_INCOME","E.CITYBoise...............ID","E.CITYLas.Vegas...........NV","S.CITYKansas.City.........MO","E.CITYMilwaukee...........WI","HI_S_POP","S_INCOME_E_POP","E.CITYBirmingham..........AL","HI_DISTANCE","E.CITYPhiladelphia.Camden.PA","VACATIONYes","HI","S.CITYTampa...............FL","E.CITYOmaha...............NE","E.CITYSarasota.Bradenton..FL","S.CITYJacksonville........FL","E.CITYTulsa...............OK","S.CITYLas.Vegas...........NV","S_POP_PAX","S.CITYDenver..............CO","E.CITYDallas.Fort.Worth...TX","COUPON","S_INCOME_S_POP","S.CITYAnchorage...........AK","DISTANCE_DISTANCE","S_POP","E.CITYDetroit.............MI","S.CITYSan.Francisco.......CA","S.CITYGreenville.Sprtnbg..SC","E.CITYSeattle.Tacoma......WA","E_INCOME_DISTANCE","COUPON_HI","S.CITYDetroit.............MI","S.CITYOakland.............CA","S.CITYBurbank.............CA","E.CITYNashville...........TN","E.CITYEl.Paso.............TX","E.CITYSacramento..........CA","NEW","E.CITYSalt.Lake.City......UT","E.CITYSpokane.............WA","S.CITYOrlando.............FL","E_INCOME","COUPON_NEW","S_INCOME_DISTANCE","E.CITYPittsburgh..........PA","NEW_S_INCOME","NEW_E_POP","E.CITYKansas.City.........MO","NEW_NEW","E.CITYCincinnati..........OH","E_POP_PAX","NEW_S_POP","E.CITYSt.Louis............MO","S.CITYBoston..............MA","S.CITYAtlanta.............GA","E.CITYRichmond..Intl......VA","E.CITYTampa...............FL","E.CITYPortland............OR","E.CITYDenver..............CO","S.CITYSacramento..........CA","E.CITYLos.Angeles.........CA","COUPON_S_INCOME","S.CITYOmaha...............NE","S.CITYPittsburgh..........PA","E.CITYLouisville..........KY","S.CITYHonolulu..Intl......HI","COUPON_DISTANCE","NEW_HI","S.CITYChicago.............IL","E.CITYFort.Lauderdale.....FL","S.CITYPortland............OR","E.CITYNew.Orleans.........LA","DISTANCE","COUPON_E_POP","S_POP_DISTANCE","COUPON_E_INCOME","SWYes","FARE"
0.00999404624994588,0.90624863225025,0,0.421830162610267,0,0,0,0,0,0.244275844820035,0,0,0.11721337919899,0,0,0,0.0364618409164727,0,0,0,0,0,0,0,0,0.0999702268175175,0,0,0,0.637582358015096,0,0,0.0338554864354667,0,0,0,0,0,0,0.0649291163866351,0,0,0,0,0,0,0,0,0.133025784529,0.0849745640104274,0.0824643260592233,0.274963820549928,0,0.722497810013769,0,0.0449077626883873,0.618290391246261,0.310017480148404,0,0,1,0,0,0,0,0.448564829546509,0,0.0151602725502954,0,0,0.0669550420251299,0.569286489385224,0,0,0,0,0,0,0,0.0999702268175175,0,0,1,0,0.849998711771829,0.0274881955069874,0,0.669749826089197,0,0,0,0,0.347209497686084,0.104657841162525,0,0.100286729377713,0,0,0.364727,0,0,0,0,0,0,0.0951687487816205,0,0,0.649484536082474,0.809174055521295,0,0.0756051026114128,0.951970919855355,0,0,0,0,0.184156970994135,0.236884546391753,0,0,0,1,0,0,1,0,0,0,0.669749826089197,0.649484536082474,0.233718893251299,0,0.849998711771829,0.123127058562671,0,1,0,0.012309039971884,0.951970919855355,0,0,0,0,0,0,0,0,0,0.552061018985827,0,0,0,0,0.178584749429334,0.364727,0,0,0,0,0.274963820549928,0.0799691205097761,0.261757561175857,0.43499215508886,0,215.01
0.742929587471775,0.90624863225025,0,0.265703050271017,0,0,0,0,0,0.204996290134749,0,0,0.478271390348665,0,0,0,0.214439606587993,0,0,0,0,0,1,0,0,0.861933632869593,0,0,0,0.784401669231806,0,0,0.03944322488654,0,0,0,0,0,0,0.444295687046182,0,0,0,0,0,0,0,0,0.061895966521,0.732642477571967,0.413966833807827,0.0785094066570188,0,0.722497810013769,0,0.124991907264913,0.490706659719255,0.211470329503002,0,0,1,0,0,0,0,0.678937277031652,0,0.252407026820075,0,0,0.710213060387047,0.700378965840694,0,0,0,0,0,0,0,0.861933632869593,0,0,1,0,0.849998711771829,0.0676698980943205,0,0.823976502718161,0,0,0,0,0.236839893179894,0.427040424444327,0,0.0195322767727931,0,0,0.248789,0,0,0,0,0,0,0.820535753337134,0,0,0.515463917525773,0.809174055521295,0,0.00616372693363715,0.951970919855355,0,0,0,0,0.0646899063277283,0.12824175257732,0,0,0,0,0,0,1,0,0,0,0.823976502718161,0.515463917525773,0.0667328945204367,0,0.849998711771829,0.502401260766804,0,1,0,0.433036543850996,0.951970919855355,0,0,0,0,0,0,0,0,0,0.438143665861768,0,0,0,0,0.0404687663180509,0.248789,0,0,0,0,0.0785094066570188,0.258969722044745,0.0747386720725803,0.424730156040289,0,114.35
0.0160730731418507,0.000759404764090124,0,0.298543947284515,0,0,0,0,0,0.399616105016361,0,0,0.000908872039054332,0,0,0,0.0671489547988957,0,0,0,0,0,0,0,0,0.12677962431657,0,0,0,0.0207916925514272,0,0,0.00529798855214974,0,0,0,0,0,0,0.0692713411214249,1,0,0,0,0,0,0,1,0.280530181801,0.0862629299094711,0.0248839471362123,0.160636758321274,0,0.462966416620781,0,0.0174685107192122,0.0150570812529564,0.36038320302476,0,0,1,0,0,0,0,0.569254368151119,0,0.00108775770502902,0,0,0.0956538922135996,0.513366978845202,0,0,0,0,0,0,0,0.12677962431657,0,0,0,0,0.680416355344859,0.0203654678714027,0,0.754489475175843,0,0,0,0,0.0145957513177893,0.0224409288321346,0,0.0850814196816208,0,1,0.529651,0,0,0,0,0,0,0.00349370409701371,0,0,0.54639175257732,0.0187504373921131,0,0.0258041681239672,0.0275572996516372,0,0,0,0,0.121198743479766,0.28939693814433,0,0,0,0,0,0,1,0,0,0,0.754489475175843,0.54639175257732,0.109299877631374,0,0.680416355344859,0.032981171977797,0,1,0,0.0041813405928653,0.0275572996516372,0,0,0,0,0,0,0,0,0,0.37177388487915,0,0,0,0,0.0877705999075,0.529651,0,0,1,0,0.160636758321274,0.0180206403590025,0.00442671528412696,0.412246826642471,1,44.89
0.00725766011430231,0.0287679622500606,0,0.276437453501966,0,0,0,0,0,0.304797638059413,0,0,0.161464938738242,0,0,0,0.0305486232609755,0,0,0,0,0,0,0,0,0.0851919016943647,0,0,0,0.144169309231291,0,0,0.100225592502861,0,0,0,0,1,0,0.0447916184166248,1,0,0,0,0,0,0,0,0.128583919396,0.0463679417538829,0.809174055521295,0.105282199710564,0,0.29623680203136,0,0.341363444267252,0.0891770274613784,0.195169897972329,0,0,0,0,0,0,0,0.722497810013769,0,0.90624863225025,0,0,0.0724130066936023,0.462634240748715,0,1,0,0,0,0,0,0.0851919016943647,0,0,0,0,0.544276402236364,0.00896919080790888,0,0.849998711771829,0,0,0,0,0.0608202050238978,0.518135307292514,0,0.0377527228654125,0,0,0.358586,0,0,0,0,0,0,0.0144495014513311,0,0,0.525773195876289,0.092315378664212,0,0.0110843415758952,0.16961120909321,0,0,0,0,0.0894897341264842,0.188534907216495,0,0,0,0,0,0,1,0,0,0,0.849998711771829,0.525773195876289,0.0573026168779964,0,0.544276402236364,0.951970919855355,0,1,0,0.0811002130202114,0.16961120909321,0,0,0,0,0,0,0,0,0,0.286165943443862,0,0,0,0,0.0553545586107091,0.358586,0,0,0,0,0.105282199710564,0.50052079291364,0.0178570411889016,0.446906539179003,0,150.13
0.00915469720594441,0.0267469688518632,0,0.287384419173132,0,0,0,0,0,0.353738256898462,0,0,0.00450685872544005,0,0,0,0.0497426913603638,0,0,0,0,0,0,0,0,0.0956801818870784,0,0,0,0.111278696635137,0,0,0.00483548854234589,0,0,0,0,0,0,0.0512924686404957,1,0,0,0,0,0,0,0,0.270280413225,0.059745572056147,0.0187504373921131,0.175470332850941,0,0.389912773739633,0,0.0143266267293914,0.0876736112415508,0.32463176925257,0,0,1,0,0,0,0,0.462966416620781,0,0.000759404764090124,0,0,0.0651023606383391,0.424872356894288,0,0,0,0,0,0,0,0.0956801818870784,0,0,0,0,0.624429959034344,0.0167890333629642,0,0.680416355344859,0,0,0,0,0.0850245952286619,0.017207603492569,0,0.0912243939942113,0,0,0.519885,0,0,0,0,0,0,0.0156480158811152,0,0,0.536082474226804,0.102122401137838,0,0.0307898377108199,0.1635450055852,0,0,0,0,0.119392884349586,0.278701237113402,0,0,0,0,0,0,1,0,0,0,0.680416355344859,0.536082474226804,0.109568932753856,0,0.624429959034344,0.0275572996516372,0,1,0,0.00263668744298537,0.1635450055852,0,0,0,0,0,1,0,1,0,0.334745957420473,0,0,0,0,0.0940665701881331,0.519885,0,0,0,0,0.175470332850941,0.0147729853802591,0.0286972965661441,0.364759283277656,1,65.8
0.00389737384304945,0.112443101140515,0,0.357530024444681,0,0,0,0,0,0.315422775925592,0,0,0.0779656036600767,0,0,0,0.0360393590375142,0,0,0,0,0,0,0,0,0.0624289503599848,0,0,0,0.183218123787896,0,0,0.0938777764075938,1,0,0,0,0,0,0.0373286507307126,1,0,0,0,0,0,0,0,0.333259125796,0.0460613158338414,0.127039466874354,0.403762662807525,0,0.544378061172811,0,0.134223223252985,0.200503827144032,0.425933042588823,0,0,1,0,0,0,0,0.29854104470498,0,0.0540596558830585,0,0,0.0341104977786875,0.403136695299501,0,0,1,0,0,0,0,0.0624289503599848,0,0,0,0,0.737819802643444,0.0252064792336263,0,0.546389096436761,0,0,0,0,0.193578639286154,0.171548508175643,0,0.233086532561505,0,1,0.577286,0,0,0,0,0,0,0.0209340106338084,0,0,0.597938144329897,0.247409695426698,0,0.163024287877423,0.335325366085709,0,0,0,0,0.220611516506304,0.345181319587629,0,0,0,0,0,0,1,0,0,0,0.546389096436761,0.597938144329897,0.29790408818744,0,0.737819802643444,0.232507324364327,0,1,0,0.0145151882110735,0.335325366085709,0,0,0,0,0,0,0,0,0,0.441170603642472,0,0,0,0,0.24142509734883,0.577286,0,0,0,0,0.403762662807525,0.139024998073515,0.135391862717674,0.326706882405486,0,185.11
0.00255087059207252,0.90624863225025,0,0.841853544478691,0,0,0,0,0,0.159295642490918,0,0,0.155756630099831,0,0,0,0.0146769339576679,0,0,0,0,0,0,0,0,0.0505061441022032,0,0,0,0.521838901678369,0,0,0.093350471300723,0,0,0,0,0,0,0.0463406889185164,0,0,0,0,0,0,0,0,0.084446616409,0.0429301574234351,0.0896882664292676,0.5705499276411,0,0.722497810013769,0,0.0475460000857987,0.873457854300274,0.247007075644758,0,0,1,0,0,0,0,0.300486896878085,0,0.0267698366173715,0,0,0.0276857939844505,0.465941117451819,0,0,0,0,0,0,0,0.0505061441022032,0,1,1,0,0.849998711771829,0.028816276862943,0,0.548166851312704,0,0,0,0,0.276639893397206,0.139072457123894,0,0.165800097322721,0,0,0.290597,0,0,0,0,0,0,0.0480803804593215,0,0,0.917525773195876,0.809174055521295,0,0.325527219931264,0.951970919855355,0,0,0,0,0.312756557351713,0.266630237113402,0,0,0,0,0,0,1,0,0,0,0.548166851312704,0.917525773195876,0.484966703496445,0,0.849998711771829,0.163614903408496,0,1,0,0.00826355788881757,0.951970919855355,0,0,0,0,0,0,0,0,0,0.779895725233946,0,0,0,0,0.523494263505751,0.290597,0,0,0,0,0.5705499276411,0.150120890756249,0.543146939439904,0.502957214091038,0,273.53
0.140660527063586,0.747618837027269,0,0.315681794026995,0,0,0,0,0,0.458191085795996,0,0,0.434401021924137,0,0,0,0.208553714190981,0,0,0,0,0,1,0,0,0.375047366426677,0,0,0,0.712450908813277,0,0,0.107423713861498,0,0,0,0,0,0,0.210722489384061,0,0,0,0,0,0,0,0,0.309217181329,0.282737380301563,0.413966833807827,0.213820549927641,0,0.568321674094491,0,0.279371776278379,0.485808249951711,0.419207378455672,0,0,1,0,0,0,0,0.678937277031652,0,0.252407026820075,0,0,0.30903021734191,0.621172093616402,0,0,0,0,0,0,0,0.375047366426677,0,0,0,0,0.753871125653776,0.0801928341382656,0,0.823976502718161,0,0,0,0,0.480808266873644,0.378745803984147,0,0.118899834659913,0,0,0.556073,0,0,0,0,0,0,0.324284535028917,0,0,0.561855670103093,0.651834326377427,0,0.0457192275713589,0.864649545785614,0,0,0,0,0.176183108938652,0.312432768041237,0,0,0,0,0,0,1,0,0,0,0.823976502718161,0.561855670103093,0.16119313866186,0,0.753871125653776,0.502401260766804,0,1,0,0.188424269740032,0.864649545785614,0,0,0,0,0,0,0,0,0,0.423566766475575,0,0,0,0,0.120136288361407,0.556073,1,0,0,0,0.213820549927641,0.282276997028772,0.184879841374565,0.462955870083915,0,145.61
0.0436842358093957,1,0,0.271043681581465,0,0,0,0,0,0.613162744853528,0,0,0.1635450055852,0,0,0,0.205236405348346,0,0,0,0,0,0,0,0,0.209007741027445,0,0,0,0.624429959034344,0,0,0.0206502195908954,0,0,0,0,0,0,0.108813308473052,1,0,0,0,0,0,0,0,0.964237585936,0.133041641971094,0.102122401137838,0.126266280752533,0,0.405182285335017,0,0.160593999504421,0.520618556701031,0.62505358864298,0,0,1,0,0,0,0,0.389912773739633,0,0.0267469688518632,0,0,0.130510695167629,0.397474211421496,0,0,0,0,0,0,0,0.209007741027445,0,0,0,0,0.636539303841496,0.026390630108024,0,0.624429959034344,0,0,0,0,0.981956,0.104102824001957,0,0.123987931982634,0,0,0.981956,0,0,0,0,0,0,0.209007741027445,0,0,0.520618556701031,0.636539303841496,0,0.0159431736550774,1,0,0,0,0,0.0788444485177229,0.511224515463918,0,0,1,0,0,1,1,0,0,0,0.624429959034344,0.520618556701031,0.080373450448872,0,0.636539303841496,0.1635450055852,0,1,0,0.0341821721736837,1,0,0,0,0,0,0,0,0,0,0.331394173649439,0,0,0,0,0.0657365688453907,0.981956,0,0,0,0,0.126266280752533,0.0851445647634291,0.126266280752533,0.325089824033344,1,52.53
0.00397719596608989,0.242450384731552,0,0.376262089488787,0,0,0,0,0,0.255880008759952,0,0,0.20498738249674,0,0,0,0.0230174687381584,0,0,0,0,0,0,0,0,0.0630650138039301,0,0,0,0.345206312639416,0,0,0.165981332558235,0,0,0,0,0,0,0.038684209498287,1,0,0,0,0,0,0,0,0.1332104004,0.0430680765693703,0.291865647182437,0.398697539797395,0,0.466373604720493,0,0.151944420795497,0.302034581391691,0.24925050575838,0,0,0,0,0,0,0,0.49151251468645,0,0.173313096736845,0,0,0.0442135905654997,0.478778093942856,0,0,0,0,0,0,0,0.0630650138039301,0,0,0,0,0.682915517996548,0.0251438658509157,0,0.701079535207276,0,0,0,0,0.179713418606469,0.284303805233827,0,0.145516628075253,0,0,0.36498,0,0,0,0,0,0,0.0310527404930913,0,0,0.61340206185567,0.33626248659808,0,0.158959728240495,0.492392510840236,0,0,0,0,0.279518685889442,0.223879484536083,1,0,0,0,0,0,1,0,0,0,0.701079535207276,0.61340206185567,0.272276736914687,0,0.682915517996548,0.41630889581757,0,1,0,0.026254526261434,0.492392510840236,0,0,0,0,0,0,0,0,0,0.418901786812315,0,0,0,0,0.244561892968505,0.36498,0,0,0,0,0.398697539797395,0.255364735063355,0.196315682686664,0.430043632420958,1,177.22
